filename,width,height,class,xmin,ymin,xmax,ymax
e28da6e4-81ad-42ff-ad15-b7a60d9546f2___GCREC_Bact-Sp-6363_JPG.rf.04d791a847b70f4ac5ce2e61d9c08a60.jpg,256,256,bacterial_spot,29,12,218,248
a201604c-5abc-414a-89cb-b74c80289fa6___Keller-St_CG-1949_JPG.rf.02821e3b37bf2e12daf8106d6377dc24.jpg,256,256,septoria_leaf_spot,42,15,209,241
Tomato___Tomato_mosaic_virus_original_2370fa79-6f15-4ae5-a3cb-2d585a0043c2___PSU_CG-2178-JPG_f249071c-23f0-4ada-bc9e-d46a6c04c6aa_JPG.rf.0451864fe080d0472ed16ef1d640e022.jpg,256,256,mosaic_virus,67,49,235,184
b3971b7c-ae24-4f4f-b426-3368096afeab___RS_Late-B-7079_JPG.rf.04bb929edd79f0638365c2d5377d52aa.jpg,256,256,late_blight,26,23,243,256
f008c753-c030-4d74-953c-4e5529bc4461___YLCV_GCREC-2817_JPG.rf.012cbdaf33e50e839b6a303c790d1d2f.jpg,256,256,yellow_leaf_curl_virus,9,16,240,216
2798c7ea-850e-49a7-b304-3114c60c6baf___RS_Late-B-7141_JPG.rf.01e062734ddc42b54657c00ed5e17e8e.jpg,256,256,late_blight,27,9,200,155
e75ee5eb-d2c7-400a-8fd0-99cf0ec3e373___Com-G_SpM_FL-9595_JPG.rf.05571cefc0cc2400ee40d84c2bdb6d36.jpg,256,256,spider_mites,60,26,191,211
Tomato___Leaf_Mold_original_b26fc8e6-5d9f-4b96-b02b-f048c4b9e05a___Crnl_L-Mold-6735-JPG_967761ab-4f83-4c15-8df8-eb88290153eb_JPG.rf.018f2e2ade7827c676eeab42139a02f1.jpg,256,256,leaf_mold,14,35,247,240
f33028e4-68df-4312-ba25-94d65f03efcf___RS_Late-B-5530_JPG.rf.070925dc1280d9ca2e56ffcf06845e8a.jpg,256,256,late_blight,53,28,218,230
Tomato___Tomato_mosaic_virus_original_6ebb483a-d1b6-4d7d-aad1-e717c2a36167___PSU_CG-2286-JPG_b39f8f59-738b-4341-988f-3e670789c63c_JPG.rf.049ead0abcd68aaacebc7a6fa6b4b658.jpg,256,256,mosaic_virus,67,17,232,227
bd20fd37-532f-4269-89f8-67071ccee72a___Matt-S_CG-1616_JPG.rf.06a56de9f991252dca011c0a41124582.jpg,256,256,septoria_leaf_spot,26,19,212,211
16d79bd2-5c70-4e6b-a52a-0c578b501d04___RS_Erly-B-6446_JPG.rf.024f5dc619cb367bc2cdff4ec7665624.jpg,256,256,early_blight,57,4,222,235
c2369b01-d04f-443c-b6ab-9e62e1480420___RS_Erly-B-8397_JPG.rf.0027353bf6653cf62ffe76609f20b8a5.jpg,256,256,early_blight,8,2,250,240
de4e8f41-3d60-4796-8794-cdbd5b84d431___UF-GRC_YLCV_Lab-09378_JPG.rf.04deec69be1454ba7590139f717ddd7b.jpg,256,256,yellow_leaf_curl_virus,51,11,250,209
13287ee6-523d-4cc9-b537-6df918dae5a2___Crnl_L-Mold-6528_JPG.rf.06af9c232166d1ff94458d797f95938b.jpg,256,256,leaf_mold,20,10,226,252
48160d05-d3e5-44bb-810e-18d08407b529___RS_Erly-B-9606_JPG.rf.060b3b37b622866f72486c1a5183ab61.jpg,256,256,early_blight,1,32,202,222
aeec2942-315c-4297-90a2-4dc24f491a5c___Crnl_L-Mold-6925_JPG.rf.076790a0f9ae835688dd980946029a9d.jpg,256,256,leaf_mold,48,22,202,215
ad6dbb38-c44c-40c9-a6d8-8fc1d928e5de___GCREC_Bact-Sp-3775_JPG.rf.048e024ae8b0a0b16cc96760624ed97c.jpg,256,256,bacterial_spot,18,14,231,249
c1ba6ffc-85be-4774-80cf-ff0cd7d53d5e___Com-G_TgS_FL-0018_JPG.rf.05ea30e7b2158da1670775688f9001d5.jpg,256,256,target_spot,41,8,233,240
4868a14d-e319-4db0-bdd5-241e50a05bf8___Matt-S_CG-6451_JPG.rf.075614c95c77da1e074adf5594b01d53.jpg,256,256,septoria_leaf_spot,18,23,239,217
52082f00-79c2-4043-8af8-7cd8e10e7625___Com-G_SpM_FL-9615_JPG.rf.056a665a1ce94a37a706fbb10ebe52a9.jpg,256,256,spider_mites,49,16,205,234
b36baca9-7ebc-4abc-b0fd-a05871925c6e___Matt-S_CG-7725_JPG.rf.056cce2ff2769b7de976b894b444bac0.jpg,256,256,septoria_leaf_spot,10,7,226,251
Tomato___Leaf_Mold_original_176dba1d-32f5-4050-a475-7beb5ce39245___Crnl_L-Mold-6797-JPG_b7824e30-116c-4cde-ac10-1a8fe4d4a071_JPG.rf.07d42ad2b2785f0f6b0f8f0b41fdb9e8.jpg,256,256,leaf_mold,29,20,229,227
3483a0b2-f04c-429f-a10e-f7f33ba5be6e___RS_HL-0439_JPG.rf.09488a2d2bc0454d0833798474dc0fac.jpg,256,256,healthy,37,4,200,246
a72398fc-23d1-4cb5-9331-d06fb7a13c7f___GHLB2-Leaf-8978_JPG.rf.098908e7f410e6ada62bc507640b2c80.jpg,256,256,late_blight,26,26,256,246
Tomato___Tomato_mosaic_virus_original_da2bbe3c-5626-46d2-9640-2da89552f113___PSU_CG-2319-JPG_4129054e-5c82-4a48-a0aa-49a9213ad2a9_JPG.rf.07c09795c31c47fc25c3a8c81f7f1f9c.jpg,256,256,mosaic_virus,46,55,228,202
Tomato___Tomato_mosaic_virus_original_da2bbe3c-5626-46d2-9640-2da89552f113___PSU_CG-2319-JPG_4129054e-5c82-4a48-a0aa-49a9213ad2a9_JPG.rf.07c09795c31c47fc25c3a8c81f7f1f9c.jpg,256,256,mosaic_virus,35,163,65,234
dd1161b0-ed4e-42f0-a63b-1ff8d9adf3ed___PSU_CG-2405_JPG.rf.09828312f020d937ac950c6f244f06a1.jpg,256,256,mosaic_virus,85,13,229,177
4777e41f-56f7-4f8f-9c81-33bd40ca1d0b___RS_HL-9875_JPG.rf.0949b7c0023867001a93fc4dece36ec6.jpg,256,256,healthy,36,3,250,243
a3666572-94a1-4cc7-8caa-f7e43a1d64a4___GCREC_Bact-Sp-5909_JPG.rf.09112515623fc19e264cc26dc2174036.jpg,256,256,bacterial_spot,28,0,231,253
Tomato___Tomato_mosaic_virus_original_d82c0de0-bd22-464c-b511-1aad0a44f005___PSU_CG-2384-JPG_b3226b34-c3b2-48fd-98ac-9592701f7adc_JPG.rf.04e7e7046e0ebb82a7dc459f8ce56486.jpg,256,256,mosaic_virus,49,70,242,207
fe0f2a68-c931-4db0-8ff8-9b6f73445e13___Com-G_SpM_FL-1473_JPG.rf.0582c4e8d20c338997289b4de3b48f55.jpg,256,256,spider_mites,54,10,220,241
Tomato___Leaf_Mold_original_73c3f88e-6802-4afd-9065-431bbe6a312d___Crnl_L-Mold-6970-JPG_ccf9b6c3-18b9-4d3b-9851-133990a499d5_JPG.rf.0764a951ca0508b4be970483c9f60f21.jpg,256,256,leaf_mold,24,31,233,214
fd3a25ef-50f2-4ca2-a20d-d0a99bcbae13___GCREC_Bact-Sp-6394_JPG.rf.0785c8cd4b892d52cdd7d686cf09682a.jpg,256,256,bacterial_spot,19,14,231,252
157250ce-f291-48ec-9d81-184af5400f90___RS_Late-B-6652_JPG.rf.08e2400bf2db35cc4ba3fc09dc960f77.jpg,256,256,late_blight,4,2,247,256
e41ca477-b751-45f7-9a19-3442349e45ef___GCREC_Bact-Sp-3254_JPG.rf.3998824c70306e45b7bfdcd8a9629189.jpg,256,256,bacterial_spot,24,13,238,241
4128179b-06ee-4ad1-b2a9-792c448f5eb8___UF-GRC_BS_Lab-Leaf-0219_JPG.rf.39e48192c7b441f81a6a6d57232b7152.jpg,256,256,bacterial_spot,71,28,209,245
620d5eae-9420-4027-b468-48cae32e0c2f___Com-G_SpM_FL-8782_JPG.rf.3a050c333744c8c036eb5e9e5c16971d.jpg,256,256,spider_mites,26,12,240,235
f2d61698-7005-4449-a2ac-e0750f8d9615___YLCV_GCREC-2784_JPG.rf.3a0937436689ba730678c91326ecae8f.jpg,256,256,yellow_leaf_curl_virus,20,10,236,233
27074def-852f-45c0-8a45-006f8f7108c3___Com-G_SpM_FL-9633_JPG.rf.3a1013460fc47b5ddf528f9ec89eb453.jpg,256,256,spider_mites,54,8,219,235
d59a0542-4c2a-441b-8566-e1f741e917d4___RS_Erly-B-6437_JPG.rf.397b63a4c3ca2e4319754f707569a231.jpg,256,256,early_blight,35,19,223,227
f53766e3-96bc-469d-b566-929bfd1ca4de___GCREC_Bact-Sp-3442_JPG.rf.3a15c92495e3e6a6813a7eb3ef65d0f8.jpg,256,256,bacterial_spot,33,19,245,248
502ece2c-0321-467d-ae3e-071a08f5794f___Crnl_L-Mold-9174_JPG.rf.3a2e70ba537416f7d53999b380509676.jpg,256,256,leaf_mold,22,10,248,230
b0bc0b85-fce9-43cc-87d1-481d4a107b5c___RS_Erly-B-9451_JPG.rf.3a594bdc1dc27bf70fad63052961c4d6.jpg,256,256,early_blight,22,24,238,239
aeb3e3c0-e171-4591-a00a-9e6d353d52e8___GCREC_Bact-Sp-3778_JPG.rf.3b4f7e9a5cb6bfe931884e1096a308ad.jpg,256,256,bacterial_spot,20,16,241,248
684c3666-4ff9-4b23-a54f-aed12dc41aee___Com-G_SpM_FL-8539_JPG.rf.3a1538f41074208194d157ed97b73013.jpg,256,256,spider_mites,29,20,219,233
ae811562-9670-4094-a791-41c848b909c4___GHLB2-Leaf-8982_JPG.rf.3b199174c2739e4e16900a3aebd07712.jpg,256,256,late_blight,52,62,153,182
12019ba6-405d-45b7-b0e6-5a6a665de0e7___Com-G_SpM_FL-8624_JPG.rf.3b2f271fa6e50e520e57883d29b24804.jpg,256,256,spider_mites,19,18,220,235
2850266c-aca2-4114-807f-a5b90ad012e5___GHLB-Leaf-9-Day-6_JPG.rf.3b846c424e09ddc1aa044a1dfbdef6a4.jpg,256,256,late_blight,5,2,256,246
f20d4b66-977f-4294-92d2-98322f9a4cb0___RS_Late-B-5137_JPG.rf.3b629f01d5e36460728fcbda1eb38f62.jpg,256,256,late_blight,16,21,251,246
Tomato___Leaf_Mold_original_150f6844-796d-4960-b42b-629f25806bfb___Crnl_L-Mold-7096-JPG_1439dc62-90fa-47b8-8fa9-d0df44615265_JPG.rf.3bd43c99779f8dcbc443e506be6d2e90.jpg,256,256,leaf_mold,47,31,240,226
f830036b-c3a9-42db-8b5c-4d923c7633bc___UF-GRC_YLCV_Lab-09412_JPG.rf.3c055621d70de045e436bdab300ed85c.jpg,256,256,yellow_leaf_curl_virus,10,11,211,218
1829d517-53ae-48a9-b721-5043dd10d0d2___RS_Erly-B-9518_JPG.rf.3b69a8b31bd8fa88c150c5ac4fc007a8.jpg,256,256,early_blight,33,12,222,256
01963a97-0507-43a6-ae4a-1afd8e0c4f3e___Com-G_SpM_FL-1217_JPG.rf.3be4c12609cab4b14a9542c73b8f4ede.jpg,256,256,spider_mites,42,18,186,228
f1882d7d-3cd9-44fe-a1ea-a114fc462059___GCREC_Bact-Sp-3862_JPG.rf.3c0eda169303face72a5b9d2b2f2a34b.jpg,256,256,bacterial_spot,27,5,245,243
cb7fe525-0005-4966-ae8d-e6ebb11a260c___Keller-St_CG-1937_JPG.rf.39a4b675a6819f1e4c29d81e6967d297.jpg,256,256,septoria_leaf_spot,45,34,193,226
Tomato___Early_blight_original_b0f9d534-0c29-4185-bdd1-43b83dc586f8___RS_Erly-B-6453-JPG_6c9f71af-66e6-4d40-bfbc-529caa2b28c8_JPG.rf.3c617a9e9e600de5acb23431ba06423d.jpg,256,256,early_blight,26,38,236,220
e10eb7f2-7449-4061-bb0a-49fa55abd423___RS_Late-B-6718_JPG.rf.3d276420d5cebaed79fb9c232242302d.jpg,256,256,late_blight,21,7,232,231
b2ba5e8d-5cbd-472c-b736-84949fa2b8ad___Crnl_L-Mold-6744_JPG.rf.3c366f14e48b7fe9481d8a72e1becc70.jpg,256,256,leaf_mold,21,8,234,231
873d0f1d-6f2e-4656-b0ea-aef32a9a0032___Matt-S_CG-6644_JPG.rf.3c8c25884f282c8d0815cc88f56bb4a7.jpg,256,256,septoria_leaf_spot,34,2,240,255
63568703-0cfc-4d23-a5e1-e3393df2d2fc___RS_HL-0246_JPG.rf.3c6cd18a1491bb7f8ab90fe91de4300a.jpg,256,256,healthy,10,8,235,243
c3bd29d2-8770-4897-8554-ccba8fcc387e___Crnl_L-Mold-7154_JPG.rf.3d9b72b350d0f6fdbc624e9c2ef20ae2.jpg,256,256,leaf_mold,53,32,229,188
cf9b0f20-9a1c-4fce-b78c-e5d5ac122964___Com-G_SpM_FL-9643_JPG.rf.3c38e8e2253cb6c03ce8b7ebaceeea37.jpg,256,256,spider_mites,35,23,193,235
267884af-5e80-43e4-bace-0c8d3dd2a23d___Matt-S_CG-6230_JPG.rf.3d2fb1e500fb5d2d3bd89267cabb9929.jpg,256,256,septoria_leaf_spot,13,4,234,233
cd4a85cb-1944-44e9-82f7-78f1365a46e0___GCREC_Bact-Sp-5817_JPG.rf.3d8c5633b610ab1aa4e264396687a4a6.jpg,256,256,bacterial_spot,12,3,236,248
d1fe02e8-964d-40a3-bf50-a423288da668___YLCV_NREC-2518_JPG.rf.3dbe000b0e04e8d9768a54922fbead47.jpg,256,256,yellow_leaf_curl_virus,42,36,195,228
e0b87789-7d59-4bd1-bc78-ec3a942021f4___RS_HL-9894_JPG.rf.3c5217d006e4368cf911afeda5553e0f.jpg,256,256,healthy,16,18,219,246
99736699-54e4-4c14-bcce-6c249444e156___RS_HL-0165_JPG.rf.3e4439ae3251d1c6fd10efffdab8a636.jpg,256,256,healthy,39,15,241,236
cd367cf2-183d-47d1-a3fb-aae802a92d9e___Com-G_TgS_FL-8410_JPG.rf.3f5713e9e8234387b291e2d845ee5f2a.jpg,256,256,target_spot,22,10,238,248
f6422ac6-b22c-4054-ba20-a207798227d0___YLCV_GCREC-2341_JPG.rf.3c9c343e5303fcd08a6fbf2b874531b1.jpg,256,256,yellow_leaf_curl_virus,27,6,206,232
acf28842-7821-4f31-ab73-2787e332e852___RS_HL-0011_JPG.rf.3c8d7eb296f62d3b9a8439832d313595.jpg,256,256,healthy,41,3,233,240
ad81f722-e61f-49a8-aa2d-d3e95fff0aea___GHLB2-Leaf-8717_JPG.rf.3d7788483b1e59bef7ab43d7931d0f13.jpg,256,256,late_blight,113,41,205,222
ec9cdbc8-ea4b-48d8-b1a4-e3f305914680___Keller-St_CG-1908_JPG.rf.3df15f0ce1bb3e6c11cf19ed6a1ddd46.jpg,256,256,septoria_leaf_spot,57,30,225,237
c87a666a-07bb-44cc-952a-33d69f075e14___RS_Erly-B-7631_JPG.rf.3ef80a576a881033228063d5a0c27e66.jpg,256,256,early_blight,31,15,243,244
be5a8881-cc33-42c0-adc7-52d2380a9902___GH_HL-Leaf-505-4_JPG.rf.3ce4b13607b5dc1d51b8eb47d1b58f65.jpg,256,256,healthy,57,22,187,191
be5a8881-cc33-42c0-adc7-52d2380a9902___GH_HL-Leaf-505-4_JPG.rf.3ce4b13607b5dc1d51b8eb47d1b58f65.jpg,256,256,healthy,112,177,221,227
84836cba-6362-4e3b-b86c-d84f91d186ce___JR_Sept-L-S-2499_JPG.rf.3dab1bc917efb9600fa209eb6d1be322.jpg,256,256,septoria_leaf_spot,53,37,212,235
e52c806d-d1c7-41dc-ac4f-993860955329___Com-G_SpM_FL-8892_JPG.rf.3f64c26e3fd38ee75985b8d98419d650.jpg,256,256,spider_mites,20,11,230,231
6273769c-3dc6-44ae-ac79-2597e5697778___Keller-St_CG-1867_JPG.rf.3fbd408fb5c704405d00abd10631ab4f.jpg,256,256,septoria_leaf_spot,66,41,208,197
fb320fbb-21e2-4ecb-821b-34d6f188eed4___YLCV_NREC-0148_JPG.rf.410b66614c6e7418688eba51ed4c00c9.jpg,256,256,yellow_leaf_curl_virus,57,22,186,212
757b49d0-db8e-4352-820a-9f0bdb7d2657___RS_Erly-B-7748_JPG.rf.3f516bc926c05732a6fcefe7fa49c36b.jpg,256,256,early_blight,44,32,222,242
Tomato___Leaf_Mold_original_329f2f31-ceca-402f-a007-21d64fe75f5e___Crnl_L-Mold-6519-JPG_218cd357-e5b1-48a3-9ddc-7595bb14ea6c_JPG.rf.3f61465ccb0e08927962c838ff7076b7.jpg,256,256,leaf_mold,28,12,237,202
33021b9c-389e-4d58-99c5-13b36a496f09___Crnl_L-Mold-6961_JPG.rf.3f6f0dceb6dfcf3671cc7884ee3c5b0a.jpg,256,256,leaf_mold,31,26,237,185
d5cf00b6-a02b-4d2e-83f2-7663815a79c2___UF-GRC_YLCV_Lab-02343_JPG.rf.40608a1cd6f5fe5b12c37bd6f5986fb9.jpg,256,256,yellow_leaf_curl_virus,12,7,230,234
a1b6deb1-e0f7-4eb4-a2ca-77d1f1e45aaa___Matt-S_CG-7818_JPG.rf.3ce3db8688aaa2f5a4e7471f23b1a8a3.jpg,256,256,septoria_leaf_spot,26,19,239,250
fe5d41dd-5460-411c-abe6-a6a7509b89c0___YLCV_NREC-2101_JPG.rf.40c611e7952db9dffbbe95ed56701816.jpg,256,256,yellow_leaf_curl_virus,51,15,150,197
fe5d41dd-5460-411c-abe6-a6a7509b89c0___YLCV_NREC-2101_JPG.rf.40c611e7952db9dffbbe95ed56701816.jpg,256,256,yellow_leaf_curl_virus,173,195,222,246
e80a82fa-1dc8-4290-9bfd-c6ae394a59b9___UF-GRC_YLCV_Lab-02998_JPG.rf.3f8d58d4b372c9a9382ba33462ee706d.jpg,256,256,yellow_leaf_curl_virus,47,26,229,214
931bb6c8-e235-440e-978c-7fed1d57926e___Com-G_SpM_FL-8421_JPG.rf.4112d379e12216b7141abc9c9cd8e80b.jpg,256,256,spider_mites,47,25,191,236
ac81a4df-1cde-4752-837d-ad979ab48bb0___Com-G_SpM_FL-8570_JPG.rf.3fe6cd8b63959c6c61af2d87d09b71a6.jpg,256,256,spider_mites,37,13,244,243
e669346b-90a1-4a43-b436-48c8d03d37a4___UF-GRC_YLCV_Lab-02300_JPG.rf.40f9f00f75d23abd7075c71c6dea908c.jpg,256,256,yellow_leaf_curl_virus,41,27,235,201
08e45674-8d1e-4c3c-804a-663d9fef1ead___PSU_CG-2249_JPG.rf.41ccff6cb9d6af2d168f21ccfc9bbcd9.jpg,256,256,mosaic_virus,56,13,224,202
14112644-0ec3-465b-af00-ac2286d8e15f___PSU_CG-2344_JPG.rf.42b3c7d4d5c5f93e91ef7d035b784a2f.jpg,256,256,mosaic_virus,38,6,199,213
fe341b0c-ce8b-4b3e-8031-2db41d446644___Com-G_SpM_FL-8668_JPG.rf.41c28b26034a210c214c8a89bbb7e0d7.jpg,256,256,spider_mites,49,12,207,239
f6fc8ed7-225e-41a9-8d22-af61401a60b9___Matt-S_CG-6506_JPG.rf.431c799deb80c11d1c794c8b7445cf83.jpg,256,256,septoria_leaf_spot,19,5,234,253
Tomato___Tomato_mosaic_virus_original_f85cef40-132b-4be8-8781-d8e5c14c7f22___PSU_CG-2242-JPG_55cc7c08-d1f1-4069-85e9-b386ccdd45e8_JPG.rf.44030adae9b26e3ff775474d05c8b076.jpg,256,256,mosaic_virus,31,14,198,198
c8e70ac1-1fbc-496d-a6eb-954ef48d4f56___RS_Late-B-4932_JPG.rf.3fdb4a4b2a9cc174ad0c05557e79d3ea.jpg,256,256,late_blight,10,7,238,254
fb2c7e00-39a7-4be3-b8d1-b4c42c65e20e___RS_HL-9636_JPG.rf.43ff95a76e510168fab20175789bf6c3.jpg,256,256,healthy,28,15,202,244
525c2813-206e-40ee-80a2-83b56ef45b13___RS_HL-0547_JPG.rf.4404d189e657e360e3bf52ecd6374345.jpg,256,256,healthy,44,8,215,250
3861fe05-3c70-4ca0-9729-30cbf67e475a___Com-G_SpM_FL-1564_JPG.rf.443a7c3987ae1986e774f5b3f0245f48.jpg,256,256,spider_mites,68,13,203,191
13668efa-2c92-4e5a-94e1-e0bc53aab6c6___RS_Late-B-6962_JPG.rf.4234614ef0780df3670956ffdce7fbfe.jpg,256,256,late_blight,8,0,245,247
b0696bcc-f563-492a-8698-da44e0fe7e6a___Crnl_L-Mold-6957_JPG.rf.44473b1fee6a14219a911656e329996f.jpg,256,256,leaf_mold,33,6,217,251
efea9c03-36aa-4c64-b376-22343fb6803f___Matt-S_CG-2779_JPG.rf.4398e1bc8e09ad0f038e1e2fc01bc9dd.jpg,256,256,septoria_leaf_spot,30,19,252,256
fe1c51fa-a849-4611-8e64-e47806222302___UF-GRC_YLCV_Lab-01345_JPG.rf.42aaafe22415b06fdb096a46f9ed4af4.jpg,256,256,yellow_leaf_curl_virus,9,7,243,256
d390ac1e-17a3-4443-85c3-4b0965f664b3___YLCV_NREC-0268_JPG.rf.4447f2e98b6d35d36c5e1f932c2bc9b4.jpg,256,256,yellow_leaf_curl_virus,40,36,232,212
8eba4e89-f5bf-45d4-be9b-30dfde83f538___RS_Erly-B-7586_JPG.rf.4305a2e402690b6d6958feef77d9197d.jpg,256,256,early_blight,19,11,237,239
d6513bff-a877-4482-88d0-699396af3862___JR_Sept-L-S-8419_JPG.rf.4155f1ec0416980e0f9e473c1288b169.jpg,256,256,septoria_leaf_spot,33,21,249,242
ed60a782-22dd-4aa6-b16e-494b75fd3174___Com-G_TgS_FL-9896_JPG.rf.453c10f5669b3496fb312102d27e2771.jpg,256,256,target_spot,42,22,215,210
bc240d07-16a7-4a69-9e19-18c6ac019061___Com-G_TgS_FL-9920_JPG.rf.42a7a5487d9b140fe0a8c19182ed6169.jpg,256,256,target_spot,41,13,223,239
c3f85772-c7c1-41f5-9fa1-3dacf50c96da___Com-G_TgS_FL-0754_JPG.rf.44e1f279cf2ada73369d42ce416bd301.jpg,256,256,target_spot,12,6,236,241
649f0256-39b3-4400-b460-611f1fd2124f___Com-G_TgS_FL-0950_JPG.rf.4225bd3dd9b3a03c8060116cb5f8c74e.jpg,256,256,target_spot,28,3,205,225
f390848d-e427-4c8e-8e93-0772e9f91fc8___UF-GRC_YLCV_Lab-01668_JPG.rf.473ce095aaab3dcbdc677793542afcf6.jpg,256,256,yellow_leaf_curl_virus,38,10,224,250
f899b748-cd86-460f-a202-a6946e04946e___RS_Erly-B-7494_JPG.rf.45fe44fa021a955acc6d4d4eb884d978.jpg,256,256,early_blight,30,0,237,240
bb78af9f-9975-4ce5-86a0-0f966b2b6d69___Com-G_TgS_FL-7936_JPG.rf.4787101479ecc9b50e56fe88a7b3c026.jpg,256,256,target_spot,0,3,237,237
eeb47d84-df6f-4178-ab6f-09cfd26dae64___Keller-St_CG-1885_JPG.rf.457e33cabaa1ab693525d8a8632bd037.jpg,256,256,septoria_leaf_spot,53,35,237,209
ccfdfe87-72ec-4b17-bd86-9f0bb242dfd5___GCREC_Bact-Sp-3367_JPG.rf.457b4736e069b8e5709783782cab4574.jpg,256,256,bacterial_spot,15,16,237,247
452bc068-6862-4715-a724-a4057d4155ee___Crnl_L-Mold-6866_JPG.rf.47764c66ad3fd070c12abacd9e508a03.jpg,256,256,leaf_mold,22,17,221,236
Tomato___Tomato_mosaic_virus_original_8e59061b-3802-4297-8724-a001efb95268___PSU_CG-2064-JPG_6bc7accf-83f3-46b0-a2eb-7f12e2fe27d5_JPG.rf.45ee2dbf89d71f5a82e27a4b1fde381a.jpg,256,256,mosaic_virus,44,34,170,222
5fc8babb-214b-459a-9440-898cedeb4944___Crnl_L-Mold-8667_JPG.rf.445b579dfb90d7ac7c1453a8797bc046.jpg,256,256,leaf_mold,37,17,239,222
c503232e-912b-435b-a590-85cded918960___Keller-St_CG-2038_JPG.rf.47fa464f784560c903daea68414c72f8.jpg,256,256,septoria_leaf_spot,80,41,220,201
Tomato___Tomato_mosaic_virus_original_6e8fac68-5902-4a78-a5c1-05c1c9dd006f___PSU_CG-2343-JPG_3e140f03-fa31-4155-94a1-345174ba1ff2_JPG.rf.490d4f5e0cb327223fe7d9416b553a81.jpg,256,256,mosaic_virus,40,31,236,207
cfd1650b-7007-4916-a41f-9587d4bc4bfa___GCREC_Bact-Sp-5568_JPG.rf.451e15caefd30fac340930e31b849822.jpg,256,256,bacterial_spot,21,15,238,243
d0e2db4d-c243-43d7-8a00-006af99d8fb0___UF-GRC_YLCV_Lab-08567_JPG.rf.488c2f9756ddd50f98c6b85d733db691.jpg,256,256,yellow_leaf_curl_virus,37,12,206,222
0286577f-36c8-4b0d-bbf5-404993cd089d___Matt-S_CG-1422_JPG.rf.456249c1405b31d4d6a6f5ba09284280.jpg,256,256,septoria_leaf_spot,10,13,217,224
88223ca6-7af3-4a52-9784-5eefeeadf18f___Crnl_L-Mold-8821_JPG.rf.484b1d9e8e1de42b1ab03c4fe182edb8.jpg,256,256,leaf_mold,11,5,228,200
e1836b6b-a14d-402a-ac9f-db7d12feeec9___RS_Late-B-4924_JPG.rf.48381d2cd67b46707dbc1c932f40d0db.jpg,256,256,late_blight,4,1,247,255
c04a8a0a-2ab7-4494-9fa3-88aea29338d8___RS_HL-0015_JPG.rf.48774d66605e58e9ab35c7e17487f05b.jpg,256,256,healthy,25,7,225,252
430e6f3e-b03e-44db-8f0b-2269c0a74ef3___Com-G_TgS_FL-8261_JPG.rf.47d691a43c4315e84dfa21ba777ece91.jpg,256,256,target_spot,13,5,234,225
efeffd94-d31f-4dc5-a09f-49143c0bd29e___YLCV_NREC-2324_JPG.rf.44f0f7773a709d42bd84523806b015d2.jpg,256,256,yellow_leaf_curl_virus,60,20,244,200
e533effc-696a-45d4-b05e-43b83ae4e821___Com-G_SpM_FL-8754_JPG.rf.4935611f725880df83ad7bd3436b0884.jpg,256,256,spider_mites,41,10,228,249
e7d1ebdd-f5f6-4cf9-8e77-0e69fccb6b07___YLCV_GCREC-5496_JPG.rf.45252f13920c2a8de4f829e5279e7f3c.jpg,256,256,yellow_leaf_curl_virus,9,13,249,247
e9b4f610-ede6-4f4e-a604-b0c8bd1ce4cd___Com-G_SpM_FL-9281_JPG.rf.42f640bac748b9576a53eddefd565edd.jpg,256,256,spider_mites,41,19,197,228
fb25aff6-5c78-42d9-b9af-9181811ac18b___GCREC_Bact-Sp-5788_JPG.rf.49ff207be27ba291c1d289db03cb58de.jpg,256,256,bacterial_spot,21,6,215,243
48f87aed-cace-4b4f-bc57-1b6b2a6c1e9b___Crnl_L-Mold-6810_JPG.rf.4454d35059660a9377e72503502a6531.jpg,256,256,leaf_mold,45,27,237,214
eb2537b2-d6fa-4c70-b919-f90bbe2c65f2___RS_Erly-B-7605_JPG.rf.4a8a3b6556d1774ccb42e7f07f0bc059.jpg,256,256,early_blight,27,13,245,228
Tomato___Tomato_mosaic_virus_original_aab31aa2-ac8f-46a1-9b9b-7b728a776e8d___PSU_CG-2250-JPG_9af3b267-7fae-4fd6-9ca3-670d9e290247_JPG.rf.47fe748cf66ebb3910ca372690c355b8.jpg,256,256,mosaic_virus,52,4,207,202
eaf0fd95-db04-4be4-a1ed-3baa90b0bab7___UF-GRC_YLCV_Lab-03081_JPG.rf.4aff225e05aac04da61350bb8d97ab17.jpg,256,256,yellow_leaf_curl_virus,9,10,245,230
Tomato___Tomato_mosaic_virus_original_d53047af-8624-4c80-a2be-8aa9ea6f0a35___PSU_CG-2208-JPG_fe71ed82-e0c5-417c-8905-602a19bc9907_JPG.rf.4616d77323c45c586f1618c69ad5745a.jpg,256,256,mosaic_virus,42,8,182,215
46638af1-9027-42c5-a5c0-03d6b684f975___UF-GRC_BS_Lab-Leaf-0217_JPG.rf.4b3f957fb21ea05d8ecd20687c47fb4d.jpg,256,256,bacterial_spot,57,63,186,241
e90482fd-1a84-462a-b28d-cb9b6aee18eb___RS_Late-B-6161_JPG.rf.4789540609724e22bae54ffc09ea4fa0.jpg,256,256,late_blight,9,6,244,251
